# id	buy_limit	guide_price	name  (OSRS wiki prices API + Module:GELimits)
2619	8	76374	Rune full helm (g)
2621	8	65676	Rune kiteshield (g)
2623	8	38837	Rune platebody (t)
2625	8	37304	Rune platelegs (t)
2627	8	21568	Rune full helm (t)
2629	8	32596	Rune kiteshield (t)
2631	4	56487	Highwayman mask
2633	4	851	Blue beret
2635	4	26242	Black beret
2637	4	19354	White beret
2639	4	2870	Tan cavalier
2641	4	2132	Dark cavalier
2643	4	31571	Black cavalier
2645	4	1156	Red headband
2647	4	4224	Black headband
2649	4	373	Brown headband
2651	4	25298	Pirate's hat
2653	8	38942	Zamorak platebody
2655	8	39550	Zamorak platelegs
2657	8	420624	Zamorak full helm
2659	8	34235	Zamorak kiteshield
2661	8	56119	Saradomin platebody
2663	8	41832	Saradomin platelegs
2665	8	72500	Saradomin full helm
2667	8	50000	Saradomin kiteshield
2669	8	46825	Guthix platebody
2671	8	42101	Guthix platelegs
2673	8	24606	Guthix full helm
2675	8	33147	Guthix kiteshield
2859	13000	480	Wolf bones
2861	7000	123	Wolfbone arrowtips
2862	13000	631	Achey tree logs
2864	7000	108	Ogre arrow shaft
2865	7000	138	Flighted ogre arrow
2866	7000	179	Ogre arrow
2876	13000	1330	Raw chompy
2878	6000	1339	Cooked chompy
2890	70	7594	Elemental shield
2894	150	1225	Grey boots
2896	150	626	Grey robe top
2898	150	519	Grey robe bottoms
2900	150	739	Grey hat
2902	150	1994	Grey gloves
2904	150	1300	Red boots
2906	150	1941	Red robe top
2908	150	6399	Red robe bottoms
2910	150	2800	Red hat
2912	150	679	Red gloves
2914	150	2149	Yellow boots
2916	150	500	Yellow robe top
2918	150	402	Yellow robe bottoms
2920	150	1535	Yellow hat
2922	150	909	Yellow gloves
2924	150	1907	Teal boots
2926	150	662	Teal robe top
2928	150	673	Teal robe bottoms
2930	150	1825	Teal hat
2932	150	517	Teal gloves
2934	150	1589	Purple boots
2936	150	412	Purple robe top
2938	150	496	Purple robe bottoms
2940	150	2427	Purple hat
2942	150	934	Purple gloves
2955	2000	214	Moonlight mead
2961	15	215	Silver sickle
2970	13000	193	Mort myre fungus
2972	13000	674	Mort myre stem
2974	13000	8200	Mort myre pear
2976	40	51	Sickle mould
2997	4	957169	Pirate's hook
2998	13000	2191	Toadflax
3000	11000	7545	Snapdragon
3002	10000	2471	Toadflax potion (unf)
3004	10000	8001	Snapdragon potion (unf)
3008	2000	178	Energy potion(4)
3010	2000	126	Energy potion(3)
3012	2000	85	Energy potion(2)
3014	2000	42	Energy potion(1)
3016	2000	2621	Super energy(4)
3018	2000	1836	Super energy(3)
3020	2000	1040	Super energy(2)
3022	2000	535	Super energy(1)
3024	2000	10184	Super restore(4)
3026	2000	7482	Super restore(3)
3028	2000	5038	Super restore(2)
3030	2000	2513	Super restore(1)
3032	2000	686	Agility potion(4)
3034	2000	1103	Agility potion(3)
3036	2000	121	Agility potion(2)
3038	2000	53	Agility potion(1)
3040	2000	138	Magic potion(4)
3042	2000	78	Magic potion(3)
3044	2000	74	Magic potion(2)
3046	2000	32	Magic potion(1)
3049	13000	1976	Grimy toadflax
3051	11000	7520	Grimy snapdragon
3053	8	9210	Lava battlestaff
3054	8	26845	Mystic lava staff
3093	7000	2420	Black dart
3094	7000	50049	Black dart(p)
3095	125	25151	Bronze claws
3096	125	155	Iron claws
3097	125	368	Steel claws
3098	125	3027	Black claws
3099	125	1544	Mithril claws
3100	125	782	Adamant claws
3101	70	6501	Rune claws
3105	200	789	Climbing boots
3107	15	4454	Spiked boots
3122	70	35631	Granite shield
3123	7500	4872	Shaikahan bones
3125	3000	941	Jogre bones
3138	11000	63	Potato cactus
3140	70	187049	Dragon chainbody
3142	13000	267	Raw karambwan
3144	10000	417	Cooked karambwan
3157	15	3470	Karambwan vessel
3159	15	3356	Karambwan vessel (baited)
3162	15	199	Sliced banana
3183	3000	254	Monkey bones
3188	40	505	Cleaning cloth
3190	125	436	Bronze halberd
3192	125	5	Iron halberd
3194	125	2438	Steel halberd
3196	125	4687	Black halberd
3198	125	53386	Mithril halberd
3200	125	3685	Adamant halberd
3202	70	37406	Rune halberd
3204	70	151360	Dragon halberd
3211	13000	161	Limestone
3216	15	353	Barrel
3226	13000	104	Raw rabbit
3228	6000	650	Cooked rabbit
3239	13000	62	Bark
3325	11000	1155	Vampyre dust
3327	150	370	Myre snelm
3329	150	13004	Blood'n'tar snelm
3331	150	53	Ochre snelm
3333	150	999	Bruise blue snelm
3335	150	96	Broken bark snelm
3337	150	41	Pointed myre snelm
3339	150	1100	Pointed blood'n'tar snelm
3341	150	44	Pointed ochre snelm
3343	150	2693	Pointed bruise blue snelm
3345	13000	197	Blamish myre shell (round)
3347	13000	7000	Blamish red shell (round)
3349	13000	234	Blamish ochre shell (round)
3351	13000	22450	Blamish blue shell (round)
3353	13000	1620	Blamish bark shell
3355	13000	208	Blamish myre shell (pointed)
3357	13000	708	Blamish red shell (pointed)
3359	13000	165	Blamish ochre shell (pointed)
3361	13000	5749	Blamish blue shell (pointed)
3363	13000	1141	Thin snail
3365	13000	2467	Lean snail
3367	13000	1643	Fat snail
3369	6000	1416	Thin snail meat
3371	6000	1665	Lean snail meat
3373	6000	1450	Fat snail meat
3379	13000	68	Raw slimy eel
3381	6000	23	Cooked slimy eel
3385	70	5305	Splitbark helm
3387	70	29525	Splitbark body
3389	70	23126	Splitbark legs
3391	70	2635	Splitbark gauntlets
3393	70	10450	Splitbark boots
3396	7500	208	Loar remains
3398	7500	4612	Phrin remains
3400	7500	797	Riyl remains
3402	7500	2290	Asyn remains
3404	7500	6047	Fiyr remains
3406	10000	295	Unfinished potion
3408	2000	42	Serum 207 (4)
3410	2000	16	Serum 207 (3)
3412	2000	4	Serum 207 (2)
3414	2000	81	Serum 207 (1)
3420	10000	168	Limestone brick
3422	10000	56	Olive oil(4)
3424	10000	30	Olive oil(3)
3426	10000	27	Olive oil(2)
3428	10000	31	Olive oil(1)
3430	2000	3445	Sacred oil(4)
3432	2000	2685	Sacred oil(3)
3434	2000	1418	Sacred oil(2)
3436	2000	839	Sacred oil(1)
3438	11000	3405	Pyre logs
3440	11000	3179	Oak pyre logs
3442	11000	2556	Willow pyre logs
3444	11000	4590	Maple pyre logs
3446	11000	4063	Yew pyre logs
3448	11000	4623	Magic pyre logs
3470	11000	7277	Fine cloth
3472	8	1618	Black plateskirt (t)
3473	8	4706	Black plateskirt (g)
3474	8	4205	Adamant plateskirt (t)
3475	8	3776	Adamant plateskirt (g)
3476	8	38424	Rune plateskirt (g)
3477	8	43500	Rune plateskirt (t)
3478	8	37497	Zamorak plateskirt
3479	8	45443	Saradomin plateskirt
3480	8	39313	Guthix plateskirt
3481	8	9096661	Gilded platebody
3483	8	6297559	Gilded platelegs
3485	8	767116	Gilded plateskirt
3486	8	7592481	Gilded full helm
3488	8	6663750	Gilded kiteshield
3678	40	5095	Flamtaer hammer
3749	70	40527	Archer helm
3751	70	40258	Berserker helm
3753	70	39201	Warrior helm
3755	70	40615	Farseer helm
3759	150	2215	Fremennik cyan cloak
3761	150	17	Fremennik brown cloak
3763	150	472	Fremennik blue cloak
3765	150	198282	Fremennik green cloak
3767	150	5035	Fremennik brown shirt
3769	150	9613	Fremennik grey shirt
3771	150	10235	Fremennik beige shirt
3773	150	325	Fremennik red shirt
3775	150	11985	Fremennik blue shirt
3777	150	5905	Fremennik red cloak
3779	150	1000	Fremennik grey cloak
3781	150	581	Fremennik yellow cloak
3783	150	25340	Fremennik teal cloak
3785	150	507	Fremennik purple cloak
3787	150	1056	Fremennik pink cloak
3789	150	1677	Fremennik black cloak
3791	150	33	Fremennik boots
3793	150	366	Fremennik robe
3795	150	758	Fremennik skirt
3797	150	3665	Fremennik hat
3799	150	216	Fremennik gloves
3801	2000	554	Keg of beer
3803	2000	356	Beer tankard
3827	5	1013	Saradomin page 1
3828	5	813	Saradomin page 2
3829	5	921	Saradomin page 3
3830	5	755	Saradomin page 4
3831	5	2894	Zamorak page 1
3832	5	3569	Zamorak page 2
3833	5	3454	Zamorak page 3
3834	5	6473	Zamorak page 4
3835	5	738	Guthix page 1
3836	5	703	Guthix page 2
3837	5	740	Guthix page 3
3838	5	989	Guthix page 4
3853	10000	1010	Games necklace(8)
4012	6000	131	Monkey nuts
4014	6000	1250	Monkey bar
4016	6000	2272	Banana stew
4087	70	163331	Dragon platelegs
4089	125	11099	Mystic hat
4091	125	71220	Mystic robe top
4093	125	47180	Mystic robe bottom
4095	125	5659	Mystic gloves
4097	125	5649	Mystic boots
4099	70	40089	Mystic hat (dark)
4101	70	71804	Mystic robe top (dark)
4103	70	48693	Mystic robe bottom (dark)
4105	70	5252	Mystic gloves (dark)
4107	70	38108	Mystic boots (dark)
4109	70	8900	Mystic hat (light)
4111	70	71298	Mystic robe top (light)
4113	70	47233	Mystic robe bottom (light)
4115	70	5310	Mystic gloves (light)
4117	70	7822	Mystic boots (light)
4119	125	160	Bronze boots
4121	125	6240	Iron boots
4123	125	1308	Steel boots
4125	125	346	Black boots
4127	125	999	Mithril boots
4129	125	746	Adamant boots
4131	70	7113	Rune boots
4151	70	803441	Abyssal whip
4153	70	90812	Granite maul
4156	40	4907	Mirror shield
4161	8000	26	Bag of salt
4162	40	26	Rock hammer
4164	70	186	Facemask
4166	70	815	Earmuffs
4168	70	319	Nose peg
4170	70	23483	Slayer's staff
4207	70	334919	Crystal weapon seed
4298	15	2	Ham shirt
4300	15	1879	Ham robe
4302	15	344	Ham hood
4304	15	2027	Ham cloak
4306	15	2111	Ham logo
4308	15	1832	Ham gloves
4310	15	2685	Ham boots
4315	150	1058	Team-1 cape
4317	150	505	Team-2 cape
4319	150	150	Team-3 cape
4321	150	342	Team-4 cape
4323	150	240	Team-5 cape
4325	150	148	Team-6 cape
4327	150	229	Team-7 cape
4329	150	505	Team-8 cape
4331	150	54	Team-9 cape
4333	150	208	Team-10 cape
4335	150	673	Team-11 cape
4337	150	341	Team-12 cape
4339	150	135	Team-13 cape
4341	150	676	Team-14 cape
4343	150	979	Team-15 cape
4345	150	75	Team-16 cape
4347	150	275	Team-17 cape
4349	150	555	Team-18 cape
4351	150	169	Team-19 cape
4353	150	144	Team-20 cape
4355	150	278	Team-21 cape
4357	150	206	Team-22 cape
4359	150	381	Team-23 cape
4361	150	6238	Team-24 cape
4363	150	400	Team-25 cape
4365	150	209	Team-26 cape
4367	150	555	Team-27 cape
4369	150	253	Team-28 cape
4371	150	131	Team-29 cape
4373	150	647	Team-30 cape
4375	150	435	Team-31 cape
4377	150	786	Team-32 cape
4379	150	261	Team-33 cape
4381	150	932	Team-34 cape
4383	150	325	Team-35 cape
4385	150	49	Team-36 cape
4387	150	231	Team-37 cape
4389	150	773	Team-38 cape
4391	150	153	Team-39 cape
4393	150	184	Team-40 cape
4395	150	550	Team-41 cape
4397	150	719	Team-42 cape
4399	150	582	Team-43 cape
4401	150	390	Team-44 cape
4403	150	600	Team-45 cape
4405	150	140	Team-46 cape
4407	150	270	Team-47 cape
4409	150	258	Team-48 cape
4411	150	561	Team-49 cape
4413	150	175	Team-50 cape
4417	2000	2819	Guthix rest(4)
4419	2000	2004	Guthix rest(3)
4421	2000	1354	Guthix rest(2)
4423	2000	718	Guthix rest(1)
4436	15	2089	Airtight pot
4438	100	5051	Unfired pot lid
4440	15	743	Pot lid
4456	13000	147	Bowl of hot water
4458	13000	42	Cup of water
4460	13000	427	Cup of hot water
4517	6000	6426	Giant frog legs
4522	40	970	Oil lamp
4525	10000	14	Empty oil lamp
4527	10000	9	Empty candle lantern
4529	40	236	Candle lantern (white)
4532	40	6869	Candle lantern (black)
4535	10000	4012	Empty oil lantern
4537	40	25	Oil lantern
4540	10000	5	Oil lantern frame
4542	10000	4	Lantern lens
4544	10000	508	Bullseye lantern (unf)
4546	10000	421	Bullseye lantern (empty)
4548	10000	1588	Bullseye lantern
4551	125	813	Spiny helmet
4580	8	3991	Black spear
4582	8	8515	Black spear(p)
4585	70	161060	Dragon plateskirt
4587	70	59318	Dragon scimitar
4591	15	232	Kharidian headpiece
4593	15	366	Fake beard
4595	15	1	Karidian disguise
4600	125	139	Willow blackjack
4608	15	1586	Super kebab
4627	2000	2313	Bandit's brew
4668	15	450	Garlic powder
4675	70	60242	Ancient staff
4684	15	1397	Linen (Icthlarin's Little Helper)
4687	15	233	Bucket of sap
4689	15	1440	Pile of salt
4694	18000	96	Steam rune
4695	18000	90	Mist rune
4696	18000	8	Dust rune
4697	18000	62	Smoke rune
4698	18000	87	Mud rune
4699	18000	25	Lava rune
4708	15	394098	Ahrim's hood
4710	15	142133	Ahrim's staff
4712	15	1429731	Ahrim's robetop
4714	15	1467735	Ahrim's robeskirt
4716	15	310344	Dharok's helm
4718	15	1852532	Dharok's greataxe
4720	15	857500	Dharok's platebody
4722	15	934831	Dharok's platelegs
4724	15	182261	Guthan's helm
4726	15	89589	Guthan's warspear
4728	15	218032	Guthan's platebody
4730	15	204991	Guthan's chainskirt
4732	15	49714	Karil's coif
4734	15	101500	Karil's crossbow
4736	15	818973	Karil's leathertop
4738	15	404973	Karil's leatherskirt
4740	11000	73	Bolt rack
4745	15	179873	Torag's helm
4747	15	122497	Torag's hammers
4749	15	297987	Torag's platebody
4751	15	329054	Torag's platelegs
4753	15	133179	Verac's helm
4755	15	100752	Verac's flail
4757	15	169000	Verac's brassard
4759	15	328954	Verac's plateskirt
4773	11000	116	Bronze brutal
4778	11000	136	Iron brutal
4783	11000	185	Steel brutal
4788	11000	1480	Black brutal
4793	11000	219	Mithril brutal
4798	11000	305	Adamant brutal
4803	11000	1033	Rune brutal
4812	3000	596	Zogre bones
4819	13000	2	Bronze nails
4820	13000	7	Iron nails
4821	13000	1634	Black nails
4822	13000	66	Mithril nails
4823	13000	120	Adamantite nails
4824	13000	817	Rune nails
4825	10000	699	Unstrung comp bow
4827	70	1247	Comp ogre bow
4830	7500	5036	Fayrg bones
4832	7500	7141	Raurg bones
4834	7500	42800	Ourg bones
4842	2000	939	Relicym's balm(4)
4844	2000	5433	Relicym's balm(3)
4846	2000	256	Relicym's balm(2)
4848	2000	59	Relicym's balm(1)
4850	3000	2038	Ogre coffin key
4860	15	326589	Ahrim's hood 0
4866	15	83380	Ahrim's staff 0
4872	15	1335889	Ahrim's robetop 0
4878	15	1393633	Ahrim's robeskirt 0
4884	15	266033	Dharok's helm 0
4890	15	1820950	Dharok's greataxe 0
4896	15	779120	Dharok's platebody 0
4902	15	845694	Dharok's platelegs 0
4908	15	115108	Guthan's helm 0
4914	15	59192	Guthan's warspear 0
4920	15	166663	Guthan's platebody 0
4926	15	164012	Guthan's chainskirt 0
4932	15	14182	Karil's coif 0
4938	15	96575	Karil's crossbow 0
4944	15	711666	Karil's leathertop 0
4950	15	345269	Karil's leatherskirt 0
4956	15	124029	Torag's helm 0
4962	15	95679	Torag's hammers 0
4968	15	245192	Torag's platebody 0
4974	15	284756	Torag's platelegs 0
4980	15	97500	Verac's helm 0
4986	15	95052	Verac's flail 0
4992	15	166908	Verac's brassard 0
4998	15	291034	Verac's plateskirt 0
5001	13000	85	Raw cave eel
5003	10000	31	Cave eel
5014	4	428	Mining helmet
5016	4	1147	Bone spear
5018	4	1446	Bone club
5024	150	841	Woven top (brown)
5026	150	500413	Woven top (yellow)
5028	150	93	Woven top (blue)
5030	150	391	Shirt (brown)
5032	150	4892	Shirt (yellow)
5034	150	27500	Shirt (lilac)
5036	150	503	Trousers (brown)
5038	150	275	Trousers (lilac)
5040	150	777	Trousers (blue)
5042	150	696	Shorts (brown)
5044	150	878	Shorts (yellow)
5046	150	2018	Shorts (blue)
5048	150	1150	Skirt (brown)
5050	150	200	Skirt (lilac)
5052	150	1497	Skirt (blue)
5075	11000	4137	Bird nest (empty)
5096	600	21	Marigold seed
5097	600	54	Rosemary seed
5098	200	9	Nasturtium seed
5099	600	10	Woad seed
5100	600	21	Limpwurt seed
5101	600	5	Redberry seed
5102	600	6	Cadavaberry seed
5103	600	11	Dwellberry seed
5104	200	4	Jangerberry seed
5105	200	7	Whiteberry seed
5106	200	36	Poison ivy seed
5280	200	48	Cactus seed
5281	200	137	Belladonna seed
5282	200	107	Mushroom spore
5283	200	5	Apple tree seed
5284	200	4	Banana tree seed
5285	200	21	Orange tree seed
5286	200	23	Curry tree seed
5287	200	135	Pineapple seed
5288	200	992	Papaya tree seed
5289	200	14799	Palm tree seed
5290	200	245	Calquat tree seed
5291	600	23	Guam seed
5292	600	15	Marrentill seed
5293	600	13	Tarromin seed
5294	600	53	Harralander seed
5295	200	29418	Ranarr seed
5296	600	971	Toadflax seed
5297	600	40	Irit seed
5298	200	250	Avantoe seed
5299	200	1746	Kwuarm seed
5300	200	45233	Snapdragon seed
5301	200	2907	Cadantine seed
5302	200	150	Lantadyme seed
5303	200	577	Dwarf weed seed
5304	200	12525	Torstol seed
5305	2000	10	Barley seed
5306	2000	8	Jute seed
5307	2000	5	Hammerstone seed
5308	2000	8	Asgarnian seed
5309	2000	10	Yanillian seed
5310	2000	14	Krandorian seed
5311	2000	32	Wildblood seed
5312	200	84	Acorn
5313	200	85	Willow seed
5314	200	3186	Maple seed
5315	200	20315	Yew seed
5316	200	68829	Magic seed
5318	600	3	Potato seed
5319	600	6	Onion seed
5320	600	7	Sweetcorn seed
5321	200	86	Watermelon seed
5322	600	9	Tomato seed
5323	600	13	Strawberry seed
5324	600	5	Cabbage seed
5325	40	128	Gardening trowel
5329	40	124	Secateurs
5331	40	155	Watering can
5341	40	172	Rake
5343	40	72	Seed dibber
5345	150	27500	Gardening boots
5350	10000	4	Empty plant pot
5352	10000	5053	Unfired plant pot
5354	2000	3	Filled plant pot
5370	200	396	Oak sapling
5371	200	364	Willow sapling
5372	200	4062	Maple sapling
5373	200	22509	Yew sapling
5374	200	71845	Magic sapling
5376	10000	3	Basket
5386	600	778	Apples(5)
5396	600	1805	Oranges(5)
5406	200	534	Strawberries(5)
5416	600	877	Bananas(5)
5418	10000	3	Empty sack
5438	600	1286	Potatoes(10)
5458	600	754	Onions(10)
5478	600	934	Cabbages(10)
5496	200	405	Apple sapling
5497	200	252	Banana sapling
5498	200	92	Orange sapling
5499	200	265	Curry sapling
5500	200	275	Pineapple sapling
5501	200	1760	Papaya sapling
5502	200	16698	Palm sapling
5503	200	1155	Calquat sapling
5504	11000	59	Strawberry
5516	40	1735	Elemental talisman
5521	10000	659	Binding necklace
5523	40	195	Tiara mould
5525	10000	105	Tiara
5527	40	27	Air tiara
5529	40	4	Mind tiara
5531	40	6	Water tiara
5533	40	11	Body tiara
5535	40	13	Earth tiara
5537	40	42	Fire tiara
5539	40	125	Cosmic tiara
5541	40	8	Nature tiara
5543	40	650	Chaos tiara
5547	40	1991	Death tiara
5549	0	120380	Blood tiara
5574	125	3020	Initiate sallet
5575	125	5349	Initiate hauberk
5576	125	4216	Initiate cuisse
5616	7000	34	Bronze arrow(p+)
5617	7000	27	Iron arrow(p+)
5618	7000	221	Steel arrow(p+)
5619	7000	215	Mithril arrow(p+)
5620	11000	380	Adamant arrow(p+)
5621	11000	425	Rune arrow(p+)
5622	7000	59	Bronze arrow(p++)
5623	7000	1096	Iron arrow(p++)
5624	7000	829	Steel arrow(p++)
5625	7000	265	Mithril arrow(p++)
5626	11000	23	Adamant arrow(p++)
5627	11000	387	Rune arrow(p++)
5628	7000	5249	Bronze dart(p+)
5629	7000	5050	Iron dart(p+)
5630	7000	47088	Steel dart(p+)
5631	7000	262	Black dart(p+)
5632	7000	36714	Mithril dart(p+)
5633	11000	179	Adamant dart(p+)
5634	11000	309	Rune dart(p+)
5635	7000	2166	Bronze dart(p++)
5636	7000	127	Iron dart(p++)
5637	7000	67	Steel dart(p++)
5638	7000	50000	Black dart(p++)
5639	7000	255	Mithril dart(p++)
5640	11000	575	Adamant dart(p++)
5641	11000	856	Rune dart(p++)
5642	7000	5006	Bronze javelin(p+)
5643	7000	60052	Iron javelin(p+)
5644	7000	50000	Steel javelin(p+)
5645	7000	124500	Mithril javelin(p+)
5646	11000	523	Adamant javelin(p+)
5647	11000	150001	Rune javelin(p+)
5648	7000	7000	Bronze javelin(p++)
5649	7000	9944	Iron javelin(p++)
5650	7000	34	Steel javelin(p++)
5651	7000	2	Mithril javelin(p++)
5652	11000	155	Adamant javelin(p++)
5653	11000	188	Rune javelin(p++)
5654	7000	57000	Bronze knife(p+)
5655	7000	50000	Iron knife(p+)
5656	7000	4999	Steel knife(p+)
5657	7000	34595	Mithril knife(p+)
5658	7000	50079	Black knife(p+)
5659	7000	750	Adamant knife(p+)
5660	7000	559	Rune knife(p+)
5661	7000	222	Bronze knife(p++)
5662	7000	1263	Iron knife(p++)
5663	7000	596	Steel knife(p++)
5664	7000	757	Mithril knife(p++)
5665	7000	4018	Black knife(p++)
5666	7000	1773	Adamant knife(p++)
5667	7000	129	Rune knife(p++)
5668	125	697	Iron dagger(p+)
5670	125	112	Bronze dagger(p+)
5672	125	266	Steel dagger(p+)
5674	125	650	Mithril dagger(p+)
5676	125	2239	Adamant dagger(p+)
5678	70	4152	Rune dagger(p+)
5680	70	16901	Dragon dagger(p+)
5682	125	2277	Black dagger(p+)
5686	125	5499	Iron dagger(p++)
5688	125	1030	Bronze dagger(p++)
5690	125	3916	Steel dagger(p++)
5692	125	24922	Mithril dagger(p++)
5694	125	3454	Adamant dagger(p++)
5696	70	11636	Rune dagger(p++)
5698	70	17287	Dragon dagger(p++)
5700	125	1979	Black dagger(p++)
5704	125	796	Bronze spear(p+)
5706	125	193259	Iron spear(p+)
5708	125	85	Steel spear(p+)
5710	125	3736	Mithril spear(p+)
5712	125	1390	Adamant spear(p+)
5714	70	14329	Rune spear(p+)
5716	70	37002	Dragon spear(p+)
5718	125	1039	Bronze spear(p++)
5720	125	5676	Iron spear(p++)
5722	125	252	Steel spear(p++)
5724	125	8628	Mithril spear(p++)
5726	125	3353	Adamant spear(p++)
5728	70	98776	Rune spear(p++)
5730	70	54952	Dragon spear(p++)
5734	8	12106	Black spear(p+)
5736	8	12953	Black spear(p++)
5739	2000	50500	Asgarnian ale(m)
5741	2000	59699	Mature wmb
5743	2000	31156	Greenman's ale(m)
5745	2000	89511	Dragon bitter(m)
5747	2000	17940	Dwarven stout(m)
5749	2000	52747	Moonlight mead(m)
5751	2000	340	Axeman's folly
5753	2000	45044	Axeman's folly(m)
5755	2000	136	Chef's delight
5757	2000	36080	Chef's delight(m)
5759	2000	101	Slayer's respite
5761	2000	30376	Slayer's respite(m)
5763	2000	122	Cider
5765	2000	135000	Mature cider
5767	11000	1304	Ale yeast
5769	10000	875	Calquat keg
5777	2000	13334	Dwarven stout(4)
5785	2000	34919	Asgarnian ale(4)
5793	2000	19500	Greenmans ale(4)
5801	2000	57710	Mind bomb(4)
5809	2000	21447	Dragon bitter(4)
5817	2000	28266	Moonlight mead(4)
5825	2000	9400	Axeman's folly(4)
5833	2000	12900	Chef's delight(4)
5841	2000	10135	Slayer's respite(4)
5849	2000	9249	Cider(4)
5857	2000	215728	Dwarven stout(m4)
5865	2000	100000	Asgarnian ale(m4)
5873	2000	150000	Greenmans ale(m4)
5881	2000	250000	Mind bomb(m4)
5889	2000	100000	Dragon bitter(m4)
5897	2000	133102	Moonlight mead(m4)
5905	2000	176508	Axeman's folly(m4)
5913	2000	182500	Chef's delight(m4)
5921	2000	146500	Slayer's respite(m4)
5929	2000	547500	Cider(m4)
5931	13000	652	Jute fibre
5933	11000	1591	Willow branch
5935	11000	259	Coconut milk
5937	2000	959	Weapon poison(+)
5940	2000	2165	Weapon poison(++)
5943	4000	1654	Antidote+(4)
5945	4000	1410	Antidote+(3)
5947	4000	717	Antidote+(2)
5949	4000	820	Antidote+(1)
5952	4000	9173	Antidote++(4)
5954	4000	6185	Antidote++(3)
5956	4000	4100	Antidote++(2)
5958	4000	2422	Antidote++(1)
5968	600	667	Tomatoes(5)
5970	11000	68	Curry leaf
5972	11000	1458	Papaya fruit
5974	11000	1352	Coconut
5980	11000	107	Calquat fruit
5982	11000	15	Watermelon
5984	11000	28	Watermelon slice
5986	11000	63	Sweetcorn
5988	11000	69	Cooked sweetcorn
5992	11000	5000	Apple mush
5994	11000	413	Hammerstone hops
5996	11000	360	Asgarnian hops
5998	11000	851	Yanillian hops
6000	11000	321	Krandorian hops
6002	11000	133	Wildblood hops
6004	11000	188	Mushroom
6006	11000	421	Barley
6008	11000	1205	Barley malt
6010	600	10	Marigolds
6012	600	253	Nasturtiums
6014	600	57	Rosemary
6016	11000	1530	Cactus spine
6018	11000	212	Poison ivy berries
6020	13000	15	Leaves
6022	0	44	Oak leaves
6024	0	131	Willow leaves
6026	7500	530	Yew leaves
6028	0	319	Maple leaves
6030	0	672	Magic leaves
6032	2000	11	Compost
6034	2000	14	Supercompost
6036	2000	140	Plant cure
6038	11000	1001	Magic string
6043	11000	157	Oak roots
6045	11000	21	Willow roots
6047	11000	20	Maple roots
6049	11000	67	Yew roots
6051	11000	8136	Magic roots
6055	600	137	Weeds
6061	11000	5000	Bronze bolts (p+)
6062	11000	505	Bronze bolts (p++)
6128	70	17836	Rock-shell helm
6129	70	39526	Rock-shell plate
6130	70	39157	Rock-shell legs
6131	70	36424	Spined helm
6133	70	4080	Spined body
6135	70	19500	Spined chaps
6137	70	139925	Skeletal helm
6139	70	26075	Skeletal top
6141	70	24576	Skeletal bottoms
6143	125	3628	Spined boots
6145	125	25502	Rock-shell boots
6147	125	77074	Skeletal boots
6149	125	1500	Spined gloves
6151	125	800	Rock-shell gloves
6153	125	260275	Skeletal gloves
6155	11000	220	Dagannoth hide
6157	11000	10145	Rock-shell chunk
6159	11000	16751	Rock-shell shard
6161	11000	21297	Rock-shell splinter
6163	11000	77344	Skull piece
6165	11000	6785	Ribcage piece
6167	11000	11824	Fibula piece
6169	11000	26755	Circular hide
6171	11000	1	Flattened hide
6173	11000	1966	Stretched hide
6211	11000	3212	Teak pyre logs
6213	11000	3696	Mahogany pyre logs
6215	125	3623	Broodoo shield (10) (poison)
6235	125	3000	Broodoo shield (poison)
6237	125	2780	Broodoo shield (10) (disease)
6257	125	3000	Broodoo shield (disease)
6259	125	1890	Broodoo shield (10) (combat)
6279	125	6100	Broodoo shield (combat)
6281	100	118	Thatch spar light
6283	100	1393	Thatch spar med
6285	100	557	Thatch spar dense
6287	13000	67	Snake hide
6289	13000	10	Snakeskin
6291	13000	52	Spider carcass
6297	6000	367	Spider on stick
6299	6000	12	Spider on shaft
6305	13000	64	Skewer stick
6306	18000	5	Trading sticks
6311	5	580009	Gout tuber
6313	15	1366	Opal machete
6315	15	11644	Jade machete
6317	15	16750	Red topaz machete
6319	100	299	Proboscis
6322	125	768	Snakeskin body
6324	125	532	Snakeskin chaps
6326	125	300	Snakeskin bandana
6328	125	276	Snakeskin boots
6330	125	25084	Snakeskin vambraces
6332	11000	105	Mahogany logs
6333	13000	120	Teak logs
6335	150	1317	Tribal mask (poison)
6337	150	1290	Tribal mask (disease)
6339	150	1037	Tribal mask (combat)
6341	150	3900	Tribal top (brown)
6343	150	3755	Villager robe (brown)
6345	150	4249	Villager hat (brown)
6347	150	12534	Villager armband (brown)
6349	150	2673	Villager sandals (brown)
6351	150	4608	Tribal top (blue)
6353	150	4427	Villager robe (blue)
6355	150	354	Villager hat (blue)
6357	150	4267	Villager sandals (blue)
6359	150	5500	Villager armband (blue)
6361	150	501397	Tribal top (yellow)
6363	150	1671	Villager robe (yellow)
6365	150	1902	Villager hat (yellow)
6367	150	598	Villager sandals (yellow)
6369	150	772	Villager armband (yellow)
6371	150	5530	Tribal top (pink)
6373	150	4886	Villager robe (pink)
6375	150	1242	Villager hat (pink)
6377	150	2943	Villager sandals (pink)
6379	150	5750	Villager armband (pink)
6382	150	1002	Fez
6384	150	430	Desert top
6386	150	2110	Desert robes
